Site,Latitude,Longitude,Time,Type,Protocol,Latency,Average Latency,Total Latency,Forecast max,Forecast min,Confidence Level,Volatility,Packet loss,Application type
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,TCP,73.28,58.76,58.57,76.42,69.12,96.13,0.02,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,ICMP,39.57,58.76,58.57,41.95,37.83,99.61,0.51,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,TWAMP,53.32,58.76,58.57,56.41,50.1,96.62,0.74,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,UDP,34.63,58.76,58.57,35.85,32.84,97.83,0.0,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,HTTP,68.93,63.57,61.41,72.76,65.08,99.53,0.21,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,HTTPS,73.61,63.57,61.41,76.65,70.39,97.78,0.73,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,TCP,65.35,63.57,61.41,67.92,61.57,95.56,0.49,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,ICMP,64.35,63.57,61.41,67.45,61.07,95.18,0.86,0.02,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,TWAMP,63.21,63.57,61.41,66.8,60.62,96.14,0.64,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,UDP,45.96,63.57,61.41,48.2,43.48,98.83,0.41,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,HTTP,65.57,59.25,61.41,69.56,61.89,97.61,0.72,0.0,Social Commerce
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,HTTPS,84.96,59.25,61.41,89.54,80.14,97.12,0.26,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,TCP,54.27,59.25,61.41,56.19,51.82,95.83,0.91,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,ICMP,51.28,59.25,61.41,53.91,48.59,98.18,0.47,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,TWAMP,53.58,59.25,61.41,55.71,50.28,96.83,0.24,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,UDP,45.82,59.25,61.41,48.3,42.85,98.93,0.64,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,HTTP,69.83,68.38,66.25,73.76,66.94,99.03,0.18,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,HTTPS,92.2,68.38,66.25,96.91,87.0,96.82,0.02,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,TCP,84.91,68.38,66.25,88.43,80.95,97.17,0.53,0.02,Communication
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,ICMP,59.49,68.38,66.25,62.72,55.94,96.83,0.33,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,TWAMP,70.99,68.38,66.25,74.32,67.64,97.76,0.28,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,UDP,32.86,68.38,66.25,34.68,31.69,96.76,0.17,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,HTTP,68.99,64.11,66.25,72.57,66.13,97.08,0.18,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,HTTPS,78.18,64.11,66.25,81.34,74.44,95.4,0.27,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,TCP,66.78,64.11,66.25,70.82,63.01,99.0,0.94,0.04,Communication
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,ICMP,53.36,64.11,66.25,55.77,50.41,98.79,0.87,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,TWAMP,62.34,64.11,66.25,65.37,58.96,97.05,0.07,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,UDP,55.02,64.11,66.25,58.33,52.25,96.75,0.63,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,HTTP,75.53,60.06,63.56,79.39,71.05,98.28,0.63,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,HTTPS,76.45,60.06,63.56,79.54,72.98,98.99,0.37,0.01,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,TCP,73.89,60.06,63.56,77.57,70.17,99.97,0.89,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,ICMP,58.8,60.06,63.56,61.03,55.36,98.33,0.65,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,TWAMP,46.19,60.06,63.56,48.47,43.67,95.14,0.1,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,UDP,29.51,60.06,63.56,31.44,27.39,95.37,0.45,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,HTTP,72.75,67.05,63.56,76.33,68.82,97.86,0.01,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,HTTPS,81.23,67.05,63.56,86.05,77.63,95.24,0.6,0.01,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,TCP,58.11,67.05,63.56,60.54,54.96,99.53,0.46,0.0,Communication
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,ICMP,55.86,67.05,63.56,58.57,53.2,99.62,0.02,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,TWAMP,72.89,67.05,63.56,76.84,69.54,96.34,0.2,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,UDP,61.48,67.05,63.56,64.56,58.06,97.95,0.49,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,HTTP,80.83,62.43,65.71,85.16,77.38,99.59,0.19,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,HTTPS,79.16,62.43,65.71,83.29,75.8,95.37,0.33,0.01,Social Commerce
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,TCP,82.15,62.43,65.71,85.94,77.4,97.29,0.95,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,ICMP,59.59,62.43,65.71,61.98,55.97,95.03,0.79,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,TWAMP,47.19,62.43,65.71,50.22,44.46,97.46,0.15,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,UDP,25.63,62.43,65.71,27.59,23.77,99.97,0.64,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,HTTP,72.12,69.0,65.71,75.53,67.97,96.95,0.75,0.0,Social Commerce
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,HTTPS,88.85,69.0,65.71,92.98,83.77,96.17,0.96,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,TCP,85.22,69.0,65.71,89.49,80.66,98.77,0.85,0.03,Communication
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,ICMP,60.61,69.0,65.71,64.08,57.16,96.52,0.93,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,TWAMP,70.66,69.0,65.71,74.12,67.32,97.14,0.41,0.02,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,UDP,36.53,69.0,65.71,38.58,34.24,96.8,0.21,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,HTTP,65.67,57.95,57.68,69.54,62.85,96.29,0.35,0.0,Social Commerce
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,HTTPS,79.01,57.95,57.68,83.17,74.99,98.67,0.46,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,TCP,58.69,57.95,57.68,61.41,55.1,96.36,0.82,0.04,Communication
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,ICMP,43.03,57.95,57.68,44.7,40.14,98.8,0.42,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,TWAMP,59.37,57.95,57.68,62.96,56.57,98.73,0.09,0.02,Network Management
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,UDP,41.94,57.95,57.68,43.79,40.62,97.5,0.04,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,HTTP,78.75,57.41,57.68,82.14,75.58,96.31,0.96,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,HTTPS,75.09,57.41,57.68,78.75,71.51,95.47,0.79,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,TCP,59.74,57.41,57.68,62.25,56.61,95.48,0.65,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,ICMP,43.54,57.41,57.68,45.51,41.11,98.57,0.56,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,TWAMP,58.4,57.41,57.68,61.59,54.9,99.31,0.75,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,UDP,28.92,57.41,57.68,30.78,27.41,96.71,0.05,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,HTTP,71.98,65.46,62.81,74.97,69.16,98.39,0.41,0.01,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,HTTPS,81.35,65.46,62.81,85.55,77.98,99.6,0.58,0.0,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,TCP,73.61,65.46,62.81,77.29,69.31,96.38,0.26,0.05,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,ICMP,53.99,65.46,62.81,56.25,50.67,98.29,0.41,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,TWAMP,57.97,65.46,62.81,61.15,54.69,99.55,0.45,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,UDP,53.88,65.46,62.81,56.47,51.61,95.3,0.78,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,HTTP,67.12,60.16,62.81,69.9,63.93,97.11,0.07,0.01,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,HTTPS,73.31,60.16,62.81,76.79,70.3,95.8,0.51,0.0,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,TCP,56.29,60.16,62.81,58.4,53.5,95.63,0.08,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,ICMP,43.92,60.16,62.81,46.33,41.97,99.26,0.74,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,TWAMP,64.03,60.16,62.81,67.74,60.33,99.1,0.09,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,UDP,56.27,60.16,62.81,58.51,53.84,95.24,0.24,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,HTTP,81.28,62.06,62.09,85.47,77.88,96.93,0.19,0.01,Social Commerce
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,HTTPS,71.69,62.06,62.09,75.66,68.67,97.09,0.75,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,TCP,66.72,62.06,62.09,70.7,62.78,99.13,0.27,0.02,Communication
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,ICMP,49.5,62.06,62.09,52.46,47.47,99.82,0.89,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,TWAMP,75.32,62.06,62.09,78.84,71.81,95.74,0.07,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,UDP,27.85,62.06,62.09,28.92,26.13,95.62,0.59,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,HTTP,68.14,62.12,62.09,71.44,65.36,95.23,0.82,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,HTTPS,76.63,62.12,62.09,80.92,73.32,96.23,0.94,0.01,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,TCP,86.85,62.12,62.09,91.31,82.38,99.58,0.86,0.02,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,ICMP,46.63,62.12,62.09,48.76,44.74,99.23,0.39,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,TWAMP,59.46,62.12,62.09,62.57,55.87,97.42,0.3,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,UDP,35.04,62.12,62.09,37.22,33.53,95.97,0.37,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,HTTP,77.96,60.05,59.89,81.83,74.66,96.05,0.39,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,HTTPS,75.44,60.05,59.89,79.69,71.63,99.09,0.78,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,TCP,57.23,60.05,59.89,59.96,54.34,95.83,0.54,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,ICMP,42.17,60.05,59.89,43.49,40.51,96.4,0.79,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,TWAMP,67.95,60.05,59.89,70.91,64.15,98.94,0.07,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,UDP,39.56,60.05,59.89,41.24,37.62,96.32,0.13,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,HTTP,77.16,59.73,59.89,81.21,73.7,99.01,0.07,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,HTTPS,77.65,59.73,59.89,81.59,73.58,97.91,0.2,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,TCP,84.78,59.73,59.89,89.74,80.78,99.55,0.33,0.04,Communication
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,ICMP,49.18,59.73,59.89,51.8,47.27,95.77,0.24,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,TWAMP,46.44,59.73,59.89,48.34,43.9,98.65,0.66,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,UDP,23.15,59.73,59.89,23.66,21.34,99.94,0.88,0.0,Communication
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,HTTP,66.16,58.05,59.64,69.77,63.33,99.77,0.68,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,HTTPS,77.44,58.05,59.64,80.99,73.35,98.3,0.6,0.01,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,TCP,85.1,58.05,59.64,88.64,80.57,95.01,0.96,0.04,Communication
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,ICMP,41.87,58.05,59.64,44.49,39.5,95.44,0.43,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,TWAMP,52.36,58.05,59.64,55.75,49.52,97.95,0.22,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,UDP,25.35,58.05,59.64,26.1,23.45,97.67,0.45,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,HTTP,66.29,61.23,59.64,69.96,62.78,95.93,0.96,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,HTTPS,97.71,61.23,59.64,103.34,92.48,98.73,0.19,0.01,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,TCP,61.2,61.23,59.64,64.32,58.09,99.7,0.68,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,ICMP,54.06,61.23,59.64,56.83,51.53,96.05,0.01,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,TWAMP,62.5,61.23,59.64,65.3,59.47,98.3,0.9,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,UDP,25.6,61.23,59.64,26.37,24.93,99.75,0.56,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,HTTP,79.81,66.23,67.77,84.15,76.24,96.2,0.67,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,HTTPS,84.56,66.23,67.77,88.39,81.04,96.36,0.12,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,TCP,63.93,66.23,67.77,66.76,61.36,96.66,0.18,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,ICMP,50.28,66.23,67.77,52.7,48.31,97.81,0.01,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,TWAMP,56.21,66.23,67.77,59.67,54.07,95.09,0.46,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,UDP,62.57,66.23,67.77,65.21,59.52,96.5,0.35,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,HTTP,75.92,69.32,67.77,78.94,72.12,98.98,0.68,0.01,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,HTTPS,90.5,69.32,67.77,94.96,85.45,95.43,0.33,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,TCP,76.19,69.32,67.77,80.25,73.04,97.16,0.68,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,ICMP,57.81,69.32,67.77,61.22,54.28,96.39,0.67,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,TWAMP,68.74,69.32,67.77,72.89,65.44,98.24,0.9,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,UDP,46.78,69.32,67.77,49.24,45.19,95.87,0.35,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,HTTP,71.78,59.89,60.92,74.84,67.77,97.31,0.37,0.0,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,HTTPS,85.38,59.89,60.92,90.26,81.08,99.65,0.05,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,TCP,57.79,59.89,60.92,60.26,55.33,99.06,0.61,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,ICMP,39.89,59.89,60.92,41.27,37.2,99.92,0.54,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,TWAMP,63.63,59.89,60.92,66.61,60.78,95.85,0.32,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,UDP,40.88,59.89,60.92,42.35,38.89,97.41,0.08,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,HTTP,65.09,61.94,60.92,68.42,61.73,95.1,0.22,0.0,Social Commerce
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,HTTPS,72.27,61.94,60.92,76.24,68.34,99.12,0.17,0.01,Social Commerce
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,TCP,70.55,61.94,60.92,73.75,66.92,96.27,0.63,0.03,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,ICMP,38.23,61.94,60.92,40.65,37.0,96.3,0.85,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,TWAMP,70.0,61.94,60.92,74.28,65.74,97.26,0.08,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,UDP,55.51,61.94,60.92,58.14,52.2,99.65,0.19,0.0,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,HTTP,68.19,67.47,62.23,71.18,65.35,96.76,0.1,0.0,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,HTTPS,91.55,67.47,62.23,95.82,86.32,97.67,0.43,0.0,Communication
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,TCP,69.96,67.47,62.23,73.35,65.88,95.37,0.22,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,ICMP,45.04,67.47,62.23,46.67,43.19,95.07,1.0,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,TWAMP,73.88,67.47,62.23,77.84,69.88,96.88,0.04,0.02,Network Management
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,UDP,56.21,67.47,62.23,59.32,53.72,96.75,0.19,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,HTTP,66.43,57.0,62.23,69.0,62.95,96.18,0.68,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,HTTPS,93.16,57.0,62.23,98.27,89.06,97.81,0.28,0.0,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,TCP,71.12,57.0,62.23,74.98,68.07,95.43,0.44,0.02,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,ICMP,38.83,57.0,62.23,40.75,36.8,97.6,0.68,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,TWAMP,50.79,57.0,62.23,53.04,48.12,99.29,0.72,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,UDP,21.65,57.0,62.23,22.7,20.83,97.55,0.2,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,HTTP,74.56,67.54,65.62,78.31,70.08,95.04,0.18,0.0,Social Commerce
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,HTTPS,90.89,67.54,65.62,95.65,86.35,96.15,0.35,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,TCP,67.14,67.54,65.62,69.96,64.39,98.6,0.04,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,ICMP,54.1,67.54,65.62,57.27,51.1,96.08,0.97,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,TWAMP,67.06,67.54,65.62,71.08,63.06,98.93,0.15,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,UDP,51.5,67.54,65.62,54.77,48.8,98.9,0.43,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,HTTP,76.18,63.7,65.62,80.26,73.09,99.51,0.01,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,HTTPS,93.15,63.7,65.62,97.81,88.79,96.94,0.09,0.01,Social Commerce
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,TCP,61.98,63.7,65.62,64.94,58.73,96.99,0.44,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,ICMP,38.18,63.7,65.62,40.58,36.96,96.4,0.18,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,TWAMP,68.28,63.7,65.62,71.79,64.3,99.67,0.39,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,UDP,44.44,63.7,65.62,46.11,42.8,98.22,0.25,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,HTTP,69.5,61.98,63.41,73.55,65.53,96.97,0.82,0.0,Social Commerce
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,HTTPS,87.87,61.98,63.41,92.31,84.15,99.09,0.86,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,TCP,71.49,61.98,63.41,75.27,67.39,95.72,0.44,0.05,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,ICMP,40.61,61.98,63.41,43.19,39.0,99.27,0.95,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,TWAMP,48.59,61.98,63.41,51.59,45.81,95.26,0.93,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,UDP,53.82,61.98,63.41,57.05,50.8,95.44,0.64,0.0,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,HTTP,73.35,64.84,63.41,76.29,69.63,96.13,0.82,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,HTTPS,88.39,64.84,63.41,92.62,83.89,98.69,0.61,0.01,Social Commerce
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,TCP,60.25,64.84,63.41,63.34,57.24,96.87,0.53,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,ICMP,63.88,64.84,63.41,66.7,60.98,99.74,0.93,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,TWAMP,64.39,64.84,63.41,66.89,60.43,97.94,0.68,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,UDP,38.76,64.84,63.41,40.74,37.2,97.22,0.74,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,HTTP,77.85,53.32,56.05,82.12,73.57,98.84,0.78,0.01,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,HTTPS,77.58,53.32,56.05,81.6,73.17,96.49,0.65,0.0,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,TCP,55.48,53.32,56.05,58.25,52.37,95.35,0.79,0.04,Communication
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,ICMP,42.02,53.32,56.05,43.86,40.6,97.71,0.97,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,TWAMP,45.5,53.32,56.05,47.48,43.41,95.9,0.06,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,UDP,21.51,53.32,56.05,22.5,20.6,99.72,0.86,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,HTTP,81.93,58.77,56.05,85.61,78.61,95.72,0.52,0.01,Social Commerce
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,HTTPS,82.44,58.77,56.05,87.24,78.73,98.84,0.52,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,TCP,57.93,58.77,56.05,61.47,55.13,96.13,0.07,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,ICMP,53.14,58.77,56.05,56.15,50.57,99.23,0.17,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,TWAMP,47.98,58.77,56.05,50.97,45.58,97.14,0.16,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,UDP,29.22,58.77,56.05,30.38,27.61,99.82,0.82,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,network,HTTP,67.96,63.69,67.03,71.21,64.65,95.8,0.19,0.0,Communication
