Site,Latitude,Longitude,Time,Type,Protocol,Latency,Average Latency,Total Latency
Manitoba,49.894225,-97.131744,2023-06-02 02:00:00,app,HTTPS,89.91977610797012,69.52,70.16
Manitoba,49.894225,-97.131744,2023-06-02 02:00:00,app,TCP,76.92469170327918,69.52,70.16
Manitoba,49.894225,-97.131744,2023-06-02 02:00:00,app,ICMP,82.25122832828637,69.52,70.16
Manitoba,49.894225,-97.131744,2023-06-02 02:00:00,app,TWAMP,54.85631606986999,69.52,70.16
Manitoba,49.894225,-97.131744,2023-06-02 02:00:00,app,UDP,39.530948575440895,69.52,70.16
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,network,HTTP,76.82997385990632,71.71,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,network,HTTPS,92.83024535050441,71.71,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,network,TCP,70.47675408581917,71.71,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,network,ICMP,88.16794831042976,71.71,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,network,TWAMP,73.30515844501612,71.71,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,network,UDP,28.629352616018533,71.71,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,app,HTTP,78.37039286040157,65.5,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,app,HTTPS,93.15773347919882,65.5,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,app,TCP,53.63651744503649,65.5,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,app,ICMP,51.96497600138376,65.5,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,app,TWAMP,69.57124942484063,65.5,68.61
Quebec,45.505294,-73.613987,2023-06-02 04:00:00,app,UDP,46.328407798172975,65.5,68.61
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,network,HTTP,67.0620521505493,74.09,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,network,HTTPS,95.4709027914841,74.09,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,network,TCP,85.74298933325986,74.09,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,network,ICMP,95.44187350875318,74.09,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,network,TWAMP,65.06761897515013,74.09,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,network,UDP,35.75298642794131,74.09,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,app,HTTP,77.95667421787869,71.52,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,app,HTTPS,97.38522118631502,71.52,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,app,TCP,60.97280459418337,71.52,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,app,ICMP,80.26461827595003,71.52,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,app,TWAMP,68.93186903837635,71.52,72.8
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,app,UDP,43.59289260063036,71.52,72.8
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,HTTP,67.9062627492411,73.47,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,HTTPS,90.44868229621149,73.47,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,TCP,78.05437538139998,73.47,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,ICMP,87.37803543915253,73.47,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,TWAMP,54.38515751364967,73.47,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,UDP,62.65200756543371,73.47,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,HTTP,73.31443528157735,69.4,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,HTTPS,92.00922877698859,69.4,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,TCP,87.56120623381221,69.4,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,ICMP,63.806730634273656,69.4,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,TWAMP,75.0082151796436,69.4,71.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,UDP,24.681473405073696,69.4,71.43
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,HTTP,67.22564797178374,70.22,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,HTTPS,87.71643031198134,70.22,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,TCP,63.190824107596164,70.22,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,ICMP,96.60857602184525,70.22,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,TWAMP,61.119394378233444,70.22,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,UDP,45.48002447918987,70.22,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,HTTP,66.97050378888527,64.11,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,HTTPS,85.0529596985735,64.11,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,TCP,87.13187867268385,64.11,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,ICMP,48.51529977459103,64.11,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,TWAMP,55.795896508661684,64.11,67.17
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,UDP,41.21862198221872,64.11,67.17
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,HTTP,77.57483945509313,65.75,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,HTTPS,82.92938469697098,65.75,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,TCP,74.16727894917156,65.75,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,ICMP,73.06945493843281,65.75,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,TWAMP,54.609842516231545,65.75,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,UDP,32.12661376087471,65.75,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,HTTP,81.04079733484956,68.38,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,HTTPS,93.45562426804055,68.38,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,TCP,68.6027470666215,68.38,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,ICMP,48.93737381116809,68.38,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,TWAMP,57.3315212143626,68.38,67.06
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,UDP,60.92638222183423,68.38,67.06
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,HTTP,73.22732840825294,70.41,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,HTTPS,83.18399793795429,70.41,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,TCP,61.63944846858814,70.41,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,ICMP,93.76758007251188,70.41,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,TWAMP,51.42262056369821,70.41,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,UDP,59.199664004433195,70.41,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,HTTP,73.68037325071951,70.89,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,HTTPS,88.71269064642179,70.89,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,TCP,81.82710851862974,70.89,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,ICMP,80.26509448719467,70.89,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,TWAMP,57.50827900621266,70.89,70.65
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,UDP,43.342806206442624,70.89,70.65
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,HTTP,80.99249454877561,68.23,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,HTTPS,86.31886558368734,68.23,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,TCP,68.70578057853658,68.23,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,ICMP,72.95044692490436,68.23,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,TWAMP,51.60076682050595,68.23,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,UDP,48.79836925881543,68.23,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,HTTP,71.46440215215797,71.24,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,HTTPS,91.91590962072608,71.24,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,TCP,83.74027552502741,71.24,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,ICMP,82.14859806284315,71.24,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,TWAMP,55.27483443396687,71.24,69.73
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,UDP,42.90206120665489,71.24,69.73
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,HTTP,80.83280173073462,74.46,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,HTTPS,92.19483322907601,74.46,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,TCP,85.05897561840429,74.46,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,ICMP,83.70017963768703,74.46,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,TWAMP,58.5942133385666,74.46,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,UDP,46.39366250546827,74.46,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,HTTP,69.28539619912479,65.44,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,HTTPS,93.16340357670825,65.44,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,TCP,84.89494799818833,65.44,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,ICMP,65.83897371691418,65.44,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,TWAMP,54.23819423501595,65.44,69.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,UDP,25.238326188262704,65.44,69.95
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,HTTP,73.54160599995343,68.08,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,HTTPS,87.44562934542327,68.08,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,TCP,82.25218133119792,68.08,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,ICMP,76.10833535574895,68.08,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,TWAMP,59.16721862014794,68.08,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,UDP,29.938463754975253,68.08,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,HTTP,80.53203207889196,75.52,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,HTTPS,89.62060296940895,75.52,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,TCP,76.85899383447301,75.52,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,ICMP,74.3589943932541,75.52,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,TWAMP,71.1597840927253,75.52,71.8
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,UDP,60.585002205938856,75.52,71.8
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,HTTP,67.02148828342307,72.35,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,HTTPS,95.82909539508813,72.35,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,TCP,67.84267566641795,72.35,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,ICMP,83.13689357100614,72.35,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,TWAMP,75.82315189376648,72.35,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,UDP,44.433218882964695,72.35,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,HTTP,75.94494475355802,67.6,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,HTTPS,89.62680552028772,67.6,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,TCP,65.36849076009065,67.6,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,ICMP,80.64900595188095,67.6,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,TWAMP,52.81150726053562,67.6,69.97
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,UDP,41.17107621727821,67.6,69.97
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,HTTP,75.36017155190497,69.76,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,HTTPS,82.20820698758261,69.76,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,TCP,55.61426214863029,69.76,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,ICMP,76.92841193703228,69.76,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,TWAMP,68.3429704379249,69.76,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,UDP,60.08785128899727,69.76,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,HTTP,77.84400580702254,70.49,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,HTTPS,89.97082426756045,70.49,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,TCP,73.07688969729325,70.49,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,ICMP,83.36632605399956,70.49,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,TWAMP,52.063642690353625,70.49,70.13
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,UDP,46.63698383207076,70.49,70.13
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,HTTP,74.19197193123806,62.5,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,HTTPS,81.74615917192409,62.5,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,TCP,69.82681476138002,62.5,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,ICMP,49.906190780872315,62.5,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,TWAMP,48.53614286899385,62.5,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,UDP,50.82102174954022,62.5,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,HTTP,65.9767555316937,63.81,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,HTTPS,95.04337397584341,63.81,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,TCP,79.98313392145714,63.81,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,ICMP,67.76404355369498,63.81,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,TWAMP,47.70785901969292,63.81,63.16
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,UDP,26.357414129229944,63.81,63.16
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,HTTP,73.04532173726999,66.46,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,HTTPS,81.9325100021392,66.46,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,TCP,77.64858302659403,66.46,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,ICMP,58.3190896603389,66.46,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,TWAMP,56.312178409732624,66.46,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,UDP,51.531889511068634,66.46,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,HTTP,75.4628359429518,74.83,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,HTTPS,84.08996119671212,74.83,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,TCP,83.20661089287526,74.83,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,ICMP,67.57699057647741,74.83,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,TWAMP,75.98384379936682,74.83,70.65
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,UDP,62.682471599790624,74.83,70.65
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,HTTP,67.75996311901751,69.21,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,HTTPS,90.65486809051023,69.21,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,TCP,84.16110490900151,69.21,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,ICMP,75.04794775895681,69.21,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,TWAMP,71.83285522389895,69.21,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,UDP,25.831738888409326,69.21,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,HTTP,76.79500670809975,71.24,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,HTTPS,97.72533385653217,71.24,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,TCP,53.28458434059641,71.24,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,ICMP,71.44803956702087,71.24,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,TWAMP,72.27669021514788,71.24,70.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,UDP,55.89725350016509,71.24,70.23
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,HTTP,65.28254061933518,63.02,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,HTTPS,87.30190488013923,63.02,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,TCP,86.10685273791454,63.02,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,ICMP,47.44956421891234,63.02,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,TWAMP,69.72665368436279,63.02,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,UDP,22.23999470120446,63.02,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,HTTP,75.44919229457996,66.08,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,HTTPS,83.60052837424092,66.08,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,TCP,83.66613010961694,66.08,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,ICMP,70.2634603973055,66.08,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,TWAMP,57.889161017849176,66.08,64.55
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,UDP,25.614935957875417,66.08,64.55
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,HTTP,70.30779134491286,76.07,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,HTTPS,95.4846033048672,76.07,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,TCP,74.01371557164966,76.07,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,ICMP,86.47208284820265,76.07,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,TWAMP,71.49769704346363,76.07,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,UDP,58.6258402338952,76.07,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,HTTP,78.22437337967675,74.71,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,HTTPS,94.85176124894475,74.71,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,TCP,83.92266262661484,74.71,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,ICMP,78.16744650346892,74.71,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,TWAMP,62.331836687504406,74.71,75.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,UDP,50.74812682386678,74.71,75.39
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,HTTP,78.0798578262019,69.34,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,HTTPS,85.25314212157818,69.34,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,TCP,80.40886286287099,69.34,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,ICMP,82.3178622046978,69.34,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,TWAMP,65.07834133634894,69.34,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,UDP,24.884853179315872,69.34,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,HTTP,75.09760833271828,67.76,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,HTTPS,81.84171759408422,67.76,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,TCP,74.29081558860597,67.76,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,ICMP,92.36312997314025,67.76,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,TWAMP,45.166626558005305,67.76,68.55
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,UDP,37.77547349293934,67.76,68.55
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,HTTP,80.94491598418945,64.29,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,HTTPS,85.17973222355782,64.29,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,TCP,73.94802126145524,64.29,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,ICMP,56.187790953515716,64.29,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,TWAMP,49.043872680893664,64.29,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,UDP,40.449352252024575,64.29,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,HTTP,69.56922530379025,65.77,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,HTTPS,96.8848661191015,65.77,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,TCP,75.67651820642004,65.77,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,ICMP,61.91397387931205,65.77,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,TWAMP,53.24955892410209,65.77,65.03
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,UDP,37.32460073271882,65.77,65.03
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,HTTP,73.83686475401134,62.84,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,HTTPS,89.07989490023452,62.84,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,TCP,71.6546503113357,62.84,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,ICMP,51.22204395204113,62.84,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,TWAMP,51.585210331158976,62.84,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,UDP,39.68079196342276,62.84,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,HTTP,69.0371500510765,72.71,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,HTTPS,88.5409400697428,72.71,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,TCP,80.74676702424347,72.71,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,ICMP,83.60197131913648,72.71,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,TWAMP,56.50193447641073,72.71,67.77
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,UDP,57.80243551698045,72.71,67.77
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,HTTP,80.3461137100132,66.43,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,HTTPS,81.91267907195572,66.43,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,TCP,58.216701828337136,66.43,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,ICMP,54.069353833474665,66.43,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,TWAMP,71.85400386214707,66.43,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,UDP,52.17336386214698,66.43,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,HTTP,79.17487503354252,69.03,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,HTTPS,97.52775876792862,69.03,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,TCP,68.31016105959374,69.03,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,ICMP,47.26057564344005,69.03,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,TWAMP,59.18707651051409,69.03,67.73
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,UDP,62.736028653540444,69.03,67.73
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,network,HTTP,66.925165623406,68.53,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,network,HTTPS,91.01786072559699,68.53,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,network,TCP,66.26528893639367,68.53,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,network,ICMP,77.25887806151624,68.53,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,network,TWAMP,57.10977954396732,68.53,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,network,UDP,52.616262451150135,68.53,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,app,HTTP,73.10880323137523,69.39,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,app,HTTPS,89.7481162558641,69.39,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,app,TCP,71.9111810668072,69.39,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,app,ICMP,51.1170466269141,69.39,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,app,TWAMP,69.76298284419497,69.39,68.96
Manitoba,49.894225,-97.131744,2023-06-02 16:00:00,app,UDP,60.66782474269906,69.39,68.96
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,network,HTTP,73.9421916008506,76.02,70.05
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,network,HTTPS,96.37664854862811,76.02,70.05
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,network,TCP,82.02344670478712,76.02,70.05
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,network,ICMP,88.57480737895256,76.02,70.05
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,network,TWAMP,61.36720918491004,76.02,70.05
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,network,UDP,53.81414863186074,76.02,70.05
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,app,HTTP,68.77711551460253,64.09,70.05
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,app,HTTPS,86.4362061942368,64.09,70.05
Quebec,45.505294,-73.613987,2023-06-02 18:00:00,app,TCP,54.6811165249126,64.09,70.05
